source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,utk_creator,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial_local,spatial,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,photographer,utk_photographer,creator,contributor,utk_contributor
tenncities:320,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000420 | 0221 | tenncities:320 | record_spc_4076,,,,,,Turner Park Trolley,,View of an electric streetcar on the Lonsdale Line (later called the Washington Avenue Line). This photograph was taken shortly after the electrification of Knoxville's streetcar lines and the formation of the Knoxville Traction Company.,,,1898-1899,,,1898/1899,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh95005321 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:410,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000510 | 0311 | tenncities:410 | record_spc_4166,,,,,,Chilhowee Park (near Machinery and Liberal Arts Building),,"View of Chilhowee Park. The Machinery and Liberal Arts Building, seen in the background, was constructed as part of the 1913 National Conservation Exposition.",,,"Nov 5, 1918",,,"Nov 5, 1918",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh98001733 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:574,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000674 | 0475 | tenncities:574 | record_spc_4330,,,,,,Candy Factory,,"View of the exterior of the Candy Factory at the World's Fair. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:428,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000528 | 0329 | tenncities:428 | record_spc_4184,,,,,,Berry Funeral Home,,"Ralph Lawson Berry founded the Ralph L. Berry Funeral Home on September 20, 1928. His son, Fred O. Berry Sr., joined him in the business in 1934, but problems among the stockholders forced both to resign in 1936. In 1937, Ralph Berry, Fred Berry, and Edward Weigel founded the Berry Funeral Home on South Gay Street. In 1948, the business expanded when the Berry Funeral Home purchased and remodeled a structure (shown here) on Chapman Highway. A number of other major expansions were made in later years, including a merger with SCI Funeral Services of Tennessee.",,,1958,,,1958,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh87007426 | http://id.loc.gov/authorities/subjects/sh85101268,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:108,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000208 | 0009 | tenncities:108 | record_spc_3864,,,,,,Jane Kennedy Home,,"Four children playing in front of Jane Kennedy's home. General James White built part of the house itself (the first in Knoxville) in 1786. It was originally located at one corner of a rectangular lot with smaller houses in the other three corners, a common frontier design. After the White family established a farm away from this location, the structure was repurposed as the kitchen wing of the Kennedy residence on State Street. In 1906, Isaiah Ford purchased the building and moved it to Woodlawn Pike where he used it as a private residence. It changed hands again in 1970 when the City Association of Women's Clubs purchased the home and moved it back to central Knoxville as James White's Fort.",,,1880,,,1880,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:221,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000321 | 0122 | tenncities:221 | record_spc_3977,,,,,,St. James Hotel,,"Originally known as the Van Deventer building, St. James Hotel was built shortly after the ""Million Dollar Fire"" of 1897. During the 1920s, the hotel developed a reputation as a musical center: WNOX (earlier WNAV) was located at St. James by 1923, and the Brunswick/Vocalion label set up temporary quarters in the building in 1929. A number of artists, many of whom went on to achieve national and international recognition, made recordings here during the ""St. James Sessions"" of 1929-1930. The hotel was demolished in 1973.",,,1917-1973,,,1917/1973,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062487 | http://id.loc.gov/authorities/subjects/sh85101228 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:579,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000679 | 0480 | tenncities:579 | record_spc_4335,,,,,,Flag outside United States Pavilion,,"View of the exterior of the United States Pavilion. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:288,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000388 | 0189 | tenncities:288 | record_spc_4044,,,,,,Map of Hardee & Co.'s addition to Knoxville,,"Reproduction of a map of Hardee & Co.'s addition to north Knoxville along First Creek, originally drawn in 1856. This addition stretches from Ohio Street in the north to the railroad tracks in the south and Spring Street in the east to Elm Street in the west. It borders on Temple's Addition and King's Addition.",,,1856,,,1856,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300028094,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:532,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000632 | 0433 | tenncities:532 | record_spc_4288,,,,,,Gay Street (500 Block),,"View on Gay Street in downtown Knoxville. Visible businesses include Doll & Co. Stationers, Woolworth's, Miller's Department Store, Woodruff's Hardware, and East Tennessee Savings Bank. Also visible are electric streetcar tracks.",,,1909-1920,,,1909/1920,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85128662 | http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:329,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000429 | 0230 | tenncities:329 | record_spc_4085,,,,,,Aerial View of Knoxville,,"Aerial view of Knoxville published by Raphael Tuck & Sons. Visible are Gay Street Bridge, the Tennessee River, the Courthouse, and First Baptist Church's spire.",,,1907,1991,,1907,,,,East Tennessee Historical Society,,"500 W Church Ave, Knoxville, TN 37902",,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n97107985,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:253,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000353 | 0154 | tenncities:253 | record_spc_4009,,,,,,University of Tennessee Campus,,"Aerial view of the University of Tennessee campus including Ayres Hall, Science Hall, and Neyland Stadium. This picture was taken shortly before the construction of Clement Hall (1964) and the demolition of the Science Hall (1967).",,,1959-1960,,,1959/1960,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2003010579 | http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80003889,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:220,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000320 | 0121 | tenncities:220 | record_spc_3976,,,,,,Lobby of St. James Hotel,,"Originally known as the Van Deventer building, St. James Hotel was built shortly after the ""Million Dollar Fire"" of 1897. During the 1920s, the hotel developed a reputation as a musical center: WNOX (earlier WNAV) was located at St. James by 1923, and the Brunswick/Vocalion label set up temporary quarters in the building in 1929. A number of artists, many of whom went on to achieve national and international recognition, made recordings here during the ""St. James Sessions"" of 1929-1930. The hotel was demolished in 1973.",,,1917-1940,,,1917/1940,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062487 | http://id.loc.gov/authorities/subjects/sh85062480 | http://id.loc.gov/authorities/subjects/sh85101228 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:290,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000390 | 0191 | tenncities:290 | record_spc_4046,,,,,,View of the Tennessee River from the UT Agricultural Experiment Station,,"The University of Tennessee's Agricultural Experiment Station was established in 1882 with the intention of furthering agricultural research in the state. It grew quickly, and by 1900 branch stations were being built across the state so that research could be conducted under specific local conditions. These stations continue to research numerous topics and provide important contributions to agricultural science in Tennessee and around the world.",,,1882-1910,,,1882/1910,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Tennessee River,http://id.loc.gov/authorities/subjects/sh85133887,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/names/n80003889,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:312,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000412 | 0213 | tenncities:312 | record_spc_4068,,,,,,Stereoview of bicyclist,,Stereoview of an unidentified man sitting on a bicycle in front of a house.,,,1880-1900,,,1880/1900,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85013911 | http://id.loc.gov/authorities/subjects/sh85101240 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300127197 | http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:254,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000354 | 0155 | tenncities:254 | record_spc_4010,,,,,,View of Knoxville,,Reproduction of a panel of T. M. Schleier's 1865 panorama of Knoxville showing the westernmost part of the city as it appeared shortly after the Civil War. The numbers refer to captions added by John S. Van Gilder in 1936.,,,1865,,,1865,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85097477 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:255,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000355 | 0156 | tenncities:255 | record_spc_4011,,,,,,View of Knoxville,,Reproduction of a panel of T. M. Schleier's 1865 panorama of Knoxville showing the westernmost part of the city as it appeared shortly after the Civil War. The numbers refer to captions added by John S. Van Gilder in 1936.,,,1865,,,1865,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85097477 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:580,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000680 | 0481 | tenncities:580 | record_spc_4336,,,,,,Technology and Lifestyle Center,,"View of the exterior of the Technology and Lifestyle Center at the World's Fair. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:399,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000499 | 0300 | tenncities:399 | record_spc_4155,,,,,,St. John's Episcopal Church,,"St. John's Episcopal Church was organized in Knoxville in 1826. Its original building (on the corner of Walnut and Cumberland Streets) was razed in 1891 in order to make way for a larger structure. This building, designed by J. W. Yost, was completed in 1892. When the Diocese of East Tennessee was created in 1986, the church became St. John's Cathedral.",,,"Oct 8, 1906",,,"Oct 8, 1906",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85026263 | http://id.loc.gov/authorities/subjects/sh85025866 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n88079917,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:557,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000657 | 0458 | tenncities:557 | record_spc_4313,,,,,,"World's Fair grounds including Sunsphere, United States Pavilion, and Amphitheater",,"Aerial view of the World's Fair grounds. Visible structures include the Sunsphere, United States Pavilion, and Amphitheater. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:508,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000608 | 0409 | tenncities:508 | record_spc_4264,,,,,,Circus elephants in Knoxville,,"View of circus elephants parading downtown Knoxville. These elephants were likely part of P. T. Barnum's circus, which was a regular, although infrequent, attraction in Knoxville for many years. The show was often set up either on Sutherland Avenue or near the Southern Railway Station.",,,1890-1900,1978,,1890/1900,,,,Donning Company Publishers,,"253 West Bute Street, Norfolk, VA 23510",,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85042531 | http://id.loc.gov/authorities/subjects/sh85097741 | http://id.loc.gov/vocabulary/graphicMaterials/tgm002080 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80025758,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:494,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000594 | 0395 | tenncities:494 | record_spc_4250,,,,,,Tennessee River Industry,,One of the industrial complexes located on the Tennessee River east of downtown Knoxville.,,,1954-1968,,,1954/1968,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,http://id.loc.gov/authorities/subjects/sh85133887 | http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046823 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/no2018123876,,,,
tenncities:201,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000301 | 0102 | tenncities:201 | record_spc_3957,,,,,,CSX Railroad Bridge,,"This bridge, which crosses the Tennessee River near the University of Tennessee campus, was built in the 1960s and used by the commercial CSX railroad line.",,,1964-1969,,,1964/1969,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh87002049 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/no2018123876,,,,
tenncities:391,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000491 | 0292 | tenncities:391 | record_spc_4147,,,,,,James White's Fort,,"General James White built this house, the first in Knoxville, in 1786. It was originally located at one corner of a rectangular lot with smaller houses in the other three corners, a common frontier design. After the White family established a farm away from this location, the structure was repurposed as the kitchen wing of the Kennedy residence on State Street. In 1906, Isaiah Ford purchased the building and moved it to Woodlawn Pike, where he used it as a private residence. It changed hands again in 1970 when the City Association of Women's Clubs purchased the home and moved it back to central Knoxville as James White's Fort.",,,"Oct 7, 1909",,,"Oct 7, 1909",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,"White, James, 1747-1821",http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:256,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000356 | 0157 | tenncities:256 | record_spc_4012,,,,,,View of Sanford and Mead Homes,,"View of the Edward T. Sanford (Maplehurst) and William S. Mead homes. The Mead home was later inhabited by Hollywood director and University of Tennessee alumnus Clarence Brown's parents, Larkin Harry and Catherine Ann (Gaw) Brown. The area later became known as Maplehurst Park.",,,1880-1910,,,1880/1910,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:522,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000622 | 0423 | tenncities:522 | record_spc_4278,,,,,,Knoxville Electric Company (622 South Gay Street),,"Knoxville Electric Light and Power Company was organized in 1888. It acquired Mutual Light & Power Company in 1898, and was itself merged into Knoxville Railway and Light Company (later known as the Tennessee Public Service Company) in 1905. Knoxville's municipal utility, Knoxville Electric Power and Water Board, was established in 1939 and later became known as Knoxville Utilities Board (KUB). This image shows one of the perches that police used to control traffic in the 1920s.",,,1924-1925,,,1924/1925,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85042021 | http://id.loc.gov/authorities/subjects/sh2012004160 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
